3316	2539	0.6366162981	38.542
3328	2550	0.6366162981	37.346
3341	2562	0.6359999814	38.687
3354	2573	0.6359999814	38.082
3367	2585	0.6366162981	38.389
3381	2598	0.6366162981	37.995
3395	2610	0.6359999814	38.115
3410	2624	0.6359999814	38.289
3426	2638	0.6359999814	38.456
3443	2655	0.6359999814	37.908
3457	2668	0.6359999814	38.518
3467	2679	0.6359999814	38.344
3474	2687	0.6359999814	38.838
3479	2693	0.6366162981	37.327
3483	2698	0.6366162981	38.039
3487	2702	0.6366162981	35.958
3492	2705	0.6372325678	33.233
3497	2709	0.6372325678	31.75
3503	2712	0.6372325678	29.311
3511	2716	0.6366162981	27.568
3520	2721	0.6366162981	24.689
3530	2726	0.6366162981	20.378
3542	2730	0.6366162981	16.034
3555	2735	0.6366162981	12.381
3570	2739	0.6366162981	7.8287
3586	2742	0.6359999814	3.8072
3603	2744	0.6359999814	-1.3362
3621	2745	0.6359999814	-7.6164
3640	2743	0.6372325678	-12.4813
3660	2739	0.6384651071	-18.7399
3681	2733	0.6378488375	-25.4727
3701	2723	0.6353837118	-31.0245
3721	2711	0.6329185861	-35.9638
3739	2696	0.6304535074	-43.1106
3756	2678	0.6279883817	-46.8814
3771	2659	0.6255232561	-46.6343
3785	2638	0.6236744	-51.1022
3798	2617	0.6212093214	-54.5738
3810	2597	0.6193604654	-58.31
3821	2576	0.6175116093	-60.6078
3830	2555	0.6156628003	-62.3105
3839	2535	0.612581405	-66.5727
3847	2515	0.6101162793	-68.7811
3854	2495	0.607034884	-71.7656
3861	2474	0.6045697583	-75.7653
3866	2454	0.6021046326	-79.4921
3871	2434	0.6014883629	-82.26816
3874	2413	0.6002558236	-84.97903
3876	2393	0.5984069676	-88.14228
3877	2372	0.5959418419	-92.03855
3876	2351	0.5928604465	-93.92048
3874	2333	0.5903953679	-95.73481
3871	2310	0.5873139725	-100.5079
3866	2281	0.5860813862	-103.4771
3859	2249	0.5836162605	-107.3592
3850	2212	0.5823837212	-111.3184
3838	2174	0.5799185955	-114.9959
3824	2132	0.5780697865	-117.5261
3806	2087	0.5762209305	-119.3801
3786	2043	0.5743720744	-121.5601
3765	1999	0.5719069958	-123.8579
3741	1956	0.5682092837	-135.2792
3716	1917	0.5669767444	-139.5804
3689	1879	0.5663604747	-150.1667
3658	1847	0.5657442051	-157.3428
3623	1818	0.5645116187	-166.9663
3584	1796	0.5626628097	-168.9483
3545	1782	0.562046493	-168.7629
3502	1770	0.5614302234	-169.0282
3456	1763	0.5614302234	-169.1753
3410	1759	0.562046493	-169.5319
3358	1755	0.562046493	-168.9993
3303	1753	0.5608139537	-168.6509
3260	1750	0.5577325584	-169.0798
3227	1746	0.5558837023	-169.2027
3202	1740	0.5540348933	-169.375
3182	1734	0.5503372283	-169.3955
3164	1729	0.5466395163	-169.1819
3148	1724	0.5423255816	-168.9687
3133	1719	0.5380116469	-168.9868
3118	1714	0.5336976652	-169.0433
3102	1709	0.5324651259	-169.0637
3086	1704	0.5336976652	-168.882
3070	1698	0.5330813956	-169.2014
3053	1693	0.5300000002	-169.0214
3035	1687	0.5256860655	-168.9807
3017	1682	0.5195232748	-169.2548
2999	1676	0.5133604841	-171.287
2980	1670	0.5071976934	-177.0333
2961	1667	0.5016511724	178.533
2942	1665	0.496720921	175.3861
2923	1664	0.4924069863	173.4778
2903	1664	0.4905581303	172.1064
2884	1664	0.4905581303	170.3372
2863	1666	0.4899418607	164.248
2841	1670	0.4905581303	162.962
2818	1674	0.4905581303	164.656
2795	1679	0.4911744	161.961
2775	1684	0.4911744	152.374
2749	1693	0.4911744	145.172
2721	1706	0.4905581303	143.045
2691	1724	0.4905581303	139.057
2662	1745	0.4905581303	134.422
2631	1769	0.4899418607	130.688
2603	1793	0.4899418607	127.359
2577	1818	0.489325591	120.57
2553	1845	0.489325591	108.968
2533	1872	0.489325591	99.08
2518	1900	0.489325591	92.564
2506	1924	0.4899418607	90.746
2496	1943	0.4899418607	91.376
2492	1950	0.4899418607	90.212
2491	1952	0.4899418607	84.448
2491	1953	0.4899418607	78.057
2493	1954	0.4899418607	78.127
2496	1957	0.4899418607	76.886
2499	1963	0.4905581303	73.646
2502	1973	0.4905581303	72.618
2505	1983	0.4911744	68.674
2508	1994	0.4905581303	64.803
2512	2003	0.489325591	59.84
2515	2013	0.4899418607	58.424
2519	2021	0.4905581303	56.646
2524	2030	0.4905581303	51.556
2529	2039	0.4905581303	44.881
2533	2045	0.4905581303	40.483
2535	2048	0.4887093213	40.311
2535	2048	0.4911744	40.987
2536	2051	0.4917907167	40.723
2539	2055	0.4905581303	40.205
2544	2059	0.4899418607	39.219
2550	2064	0.4905581303	39.747
2559	2072	0.4911744	39.122
2569	2080	0.4911744	39.42
2581	2091	0.4905581303	39.761
2592	2103	0.4899418607	39.327
2603	2115	0.4899418607	39.528
2615	2128	0.4899418607	39.773
2626	2139	0.4899418607	40.075
2637	2150	0.4899418607	40.66
2647	2161	0.4905581303	42.236
2657	2171	0.4911744	49.68
2667	2182	0.4911744	50.896
2675	2195	0.4911744	53.697
2684	2211	0.4905581303	58.087
2691	2228	0.4905581303	63.265
2696	2246	0.4905581303	64.407
2700	2266	0.4911744	65.288
2704	2285	0.4911744	64.475
2707	2305	0.4899418607	64.391
2711	2324	0.489325591	64.583
2715	2343	0.4887093213	64.075
2720	2360	0.4880930046	62.32
2726	2376	0.487476735	59.026
2733	2392	0.4868604653	57.813
2740	2407	0.485627926	57.2
2749	2422	0.4813139443	56.684
2757	2436	0.4763837399	53.21
2766	2450	0.4726860279	47.748
2776	2462	0.4671395539	47.46
2786	2473	0.4615930328	42.953
2797	2483	0.4541976558	35.615
2809	2493	0.4486511818	36.113
2821	2501	0.4424883911	32.506
2834	2509	0.43694187	26.81
2848	2515	0.4320116187	25.187
2863	2522	0.4283139537	24.941
2877	2528	0.422151163	24.42
2891	2534	0.4153721026	19.465
2904	2538	0.4092093119	8.824
2918	2541	0.4061279165	11.476
2934	2543	0.3999651258	4.5289
2949	2545	0.393186042	18.211
2964	2549	0.3876395444	11.468
2980	2553	0.3814767537	4.2359
2995	2555	0.375313963	-5.2536
3007	2555	0.3691511723	-8.9156
3024	2554	0.3629883816	-18.9375
3046	2550	0.3574418606	-32.9668
3067	2543	0.3525116327	-34.2778
3089	2533	0.3457325489	-42.0691
3112	2519	0.3377209257	-42.5292
3136	2502	0.3284767396	-49.9038
3161	2482	0.3223139489	-52.1063
3186	2459	0.3223139489	-56.7653
3210	2434	0.3198488467	-63.4603
3232	2408	0.3143023257	-72.3295
3251	2383	0.3069069722	-76.1363
3267	2358	0.3001279118	-88.593
3280	2334	0.2921162886	-97.13672
3290	2312	0.2834883722	-107.111
3297	2292	0.2736279165	-118.8848
3300	2275	0.2625348744	-130.9413
3301	2261	0.252058149	-147.7012
3300	2247	0.2458953583	-157.7171
3297	2237	0.2378837116	-159.2691

